,Molecular Formula,Smiles,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Molecular Weight,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Grade
1106,C27H25N7O3,CCCCc1nn(-c2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,495.54,3.97,131.58,8.0,2.0,0.0,9.0,0.32,6.68,1.92,5.0,37.0,10.0,2.0,0.0,495.2019,7.0
1107,C27H25N7O3,CCCCc1nn(-c2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,495.54,3.97,131.58,8.0,2.0,0.0,9.0,0.32,6.68,1.92,5.0,37.0,10.0,2.0,0.0,495.2019,7.0
1108,C27H25N7O3,CCCCc1nn(-c2ccccc2C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.0,0.26,2.97,5.27,495.54,3.97,131.58,8.0,2.0,0.0,9.0,0.32,6.68,1.92,5.0,37.0,10.0,2.0,0.0,495.2019,7.0
1109,C23H31N3O,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc(CCC)c1O,,,,,365.52,5.27,50.94,4.0,1.0,1.0,7.0,0.62,6.33,6.33,3.0,27.0,4.0,1.0,1.0,365.2467,9.0
1110,C37H47N5O4S,CCCCC(=O)Nc1cc2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)CCC4CCCC4)cc3)c2nc1C,15.2,0.29,2.3,8.13,657.88,7.7,123.05,7.0,2.0,2.0,15.0,0.14,7.37,6.63,4.0,47.0,9.0,2.0,2.0,657.3349,1.0
1111,C30H35N7O3,CCCCc1nc(C)c(CCC(=O)N2CCOCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,541.66,3.58,118.89,8.0,1.0,1.0,10.0,0.33,3.39,1.94,4.0,40.0,10.0,1.0,1.0,541.2801,4.0
1112,C29H33N3O4,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)ccc1OC(C(=O)O)c1ccccc1OC,16.45,0.3,2.2,9.28,487.6,5.82,86.47,6.0,1.0,1.0,10.0,0.3,5.74,3.02,4.0,36.0,7.0,1.0,1.0,487.2471,4.0
1113,C35H42ClN5O6S,CCCCC(=O)Nc1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3)c2=O)c1,14.57,0.29,3.05,7.17,696.27,7.09,141.39,9.0,2.0,2.0,13.0,0.15,8.21,7.26,4.0,48.0,11.0,2.0,3.0,695.2544,1.0
1114,C35H42ClN5O6S,CCCCC(=O)Nc1ccc(Cl)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3)c2=O)c1,14.57,0.29,3.05,7.17,696.27,7.09,141.39,9.0,2.0,2.0,13.0,0.15,8.21,7.26,4.0,48.0,11.0,2.0,3.0,695.2544,1.0
1115,C25H23N3O2S2,CCCc1nc2c(C)ccnc2n1Cc1ccc2c(c1)SC(C(=O)O)(c1ccccc1)S2,16.18,0.32,1.59,10.98,461.61,5.88,68.01,6.0,1.0,1.0,6.0,0.39,6.27,3.27,4.0,32.0,5.0,1.0,1.0,461.1232,6.0
1116,C36H31Cl2F3N4O4S2,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2cc3ccccc3s2)cc1.ClCCl,13.77,0.27,2.07,9.23,775.7,7.44,103.06,8.0,1.0,2.0,10.0,0.16,8.84,7.9,6.0,48.0,8.0,1.0,2.0,690.1582,1.0
1117,C28H30ClN3O3,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)ccc1OC(C(=O)O)c1ccccc1Cl,16.46,0.32,1.63,10.48,492.02,6.47,77.24,5.0,1.0,1.0,9.0,0.29,6.54,3.8,4.0,35.0,6.0,1.0,1.0,491.1976,4.0
1118,C34H38FN5O6S,CCc1nc2ccc(NC(=O)N(C)C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC2CC2)cc1F,13.93,0.27,3.34,6.62,663.77,5.9,139.7,8.0,2.0,2.0,11.0,0.2,6.15,4.89,4.0,47.0,11.0,2.0,3.0,663.2527,2.0
1119,C34H38FN5O6S,CCc1nc2ccc(NC(=O)N(C)C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC2CC2)cc1F,13.93,0.27,3.34,6.62,663.77,5.9,139.7,8.0,2.0,2.0,11.0,0.2,6.15,4.89,4.0,47.0,11.0,2.0,3.0,663.2527,2.0
1120,C29H25F3N6O2,CCCCc1nn(-c2ccccc2C(F)(F)F)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,546.55,6.37,109.58,6.0,2.0,2.0,9.0,0.22,7.7,2.95,5.0,40.0,8.0,2.0,2.0,546.1991,1.0
1121,C36H35Cl2N5O6S,CCCCc1nn(-c2cc(NC(=O)OCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.01,0.26,2.11,6.78,736.68,7.48,141.39,9.0,2.0,2.0,13.0,0.13,8.9,7.96,5.0,50.0,11.0,2.0,3.0,735.1685,1.0
1122,C36H35Cl2N5O6S,CCCCc1nn(-c2cc(NC(=O)OCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.01,0.26,2.11,6.78,736.68,7.48,141.39,9.0,2.0,2.0,13.0,0.13,8.9,7.96,5.0,50.0,11.0,2.0,3.0,735.1685,1.0
1123,C33H28BrF3N4O4S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Br)cc1,13.17,0.28,2.41,9.12,713.58,6.99,103.06,7.0,1.0,2.0,10.0,0.17,8.6,7.66,5.0,46.0,8.0,1.0,2.0,712.0967,2.0
1124,C29H31N7O,CCCCc1nn(CCCc2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,493.62,4.92,94.28,7.0,1.0,0.0,11.0,0.28,7.88,6.62,5.0,37.0,8.0,1.0,0.0,493.259,5.0
1125,C30H30N4O5S,CCCCc1nnc(SCc2ccccc2C(=O)OC)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.06,0.27,2.15,6.36,558.66,5.7,123.41,8.0,2.0,2.0,12.0,0.17,5.84,2.76,4.0,40.0,9.0,2.0,2.0,558.1937,5.0
1126,C30H30N4O5S,CCCCc1nnc(SCc2ccccc2C(=O)OC)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.06,0.27,2.15,6.36,558.66,5.7,123.41,8.0,2.0,2.0,12.0,0.17,5.84,2.76,4.0,40.0,9.0,2.0,2.0,558.1937,5.0
1127,C31H29F3N6O2,CCCCc1nn(-c2ccccc2C(F)(F)F)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,574.61,6.85,98.58,7.0,1.0,2.0,10.0,0.18,8.53,7.27,5.0,42.0,8.0,1.0,2.0,574.2304,5.0
1128,C17H17I2N3O,CCc1nc2c(C)cc(C)nc2n1Cc1cc(I)c(O)c(I)c1,15.42,0.49,3.65,16.14,533.15,4.57,50.94,4.0,1.0,1.0,3.0,0.5,5.38,5.14,3.0,23.0,4.0,1.0,1.0,532.9461,4.0
1129,C36H35Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)CCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.82,0.28,2.7,7.54,720.68,7.26,132.16,8.0,2.0,2.0,13.0,0.13,8.55,7.61,5.0,49.0,10.0,2.0,2.0,719.1736,1.0
1130,C36H35Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)CCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,13.82,0.28,2.7,7.54,720.68,7.26,132.16,8.0,2.0,2.0,13.0,0.13,8.55,7.61,5.0,49.0,10.0,2.0,2.0,719.1736,1.0
1131,C34H28F6N4O4S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccc(C(F)(F)F)cc2)cc1,11.98,0.23,1.17,8.17,702.68,7.25,103.06,7.0,1.0,2.0,10.0,0.15,8.71,7.77,5.0,49.0,8.0,1.0,2.0,702.1735,4.0
1132,C17H18N4O3,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(O)c([N+](=O)[O-])c1,18.6,0.35,2.8,6.45,326.36,3.27,94.08,6.0,1.0,0.0,4.0,0.59,3.46,2.95,3.0,24.0,7.0,1.0,0.0,326.1379,8.0
1133,C34H38FN5O7S,CCc1nc2ccc(NC(=O)N3CCOCC3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,12.8,0.25,3.56,5.84,679.77,5.14,148.93,9.0,2.0,2.0,10.0,0.23,5.62,4.36,4.0,48.0,12.0,2.0,3.0,679.2476,3.0
1134,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1135,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1136,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1137,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.82,0.36,3.75,7.5,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1138,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.82,0.36,3.75,7.5,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1139,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1140,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1141,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1142,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1143,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,19.58,0.38,4.08,7.81,436.9,4.47,109.58,6.0,2.0,0.0,8.0,0.42,5.03,0.66,4.0,31.0,8.0,2.0,0.0,436.1415,3.0
1144,C26H24N4O3S,CCSc1nnc(Cc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.7,0.24,1.02,6.18,472.57,4.98,97.11,6.0,2.0,0.0,9.0,0.33,4.82,1.63,4.0,34.0,7.0,2.0,0.0,472.1569,9.0
1145,C26H24N4O3S,CCSc1nnc(Cc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.7,0.24,1.02,6.18,472.57,4.98,97.11,6.0,2.0,0.0,9.0,0.33,4.82,1.63,4.0,34.0,7.0,2.0,0.0,472.1569,9.0
1146,C35H35Cl2N5O4S,CCCCc1nn(-c2cc(NCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.99,0.26,1.66,7.82,692.67,7.34,115.09,8.0,2.0,2.0,13.0,0.13,8.07,7.58,5.0,47.0,9.0,2.0,2.0,691.1787,3.0
1147,C35H35Cl2N5O4S,CCCCc1nn(-c2cc(NCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.99,0.26,1.66,7.82,692.67,7.34,115.09,8.0,2.0,2.0,13.0,0.13,8.07,7.58,5.0,47.0,9.0,2.0,2.0,691.1787,3.0
1148,C26H25N5O3,CCCCc1nnc(-c2ccncc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.85,0.24,1.17,5.32,455.52,4.68,110.0,6.0,2.0,0.0,9.0,0.38,3.16,0.65,4.0,34.0,8.0,2.0,0.0,455.1957,9.0
1149,C26H25N5O3,CCCCc1nnc(-c2ccncc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.85,0.24,1.17,5.32,455.52,4.68,110.0,6.0,2.0,0.0,9.0,0.38,3.16,0.65,4.0,34.0,8.0,2.0,0.0,455.1957,9.0
1150,C29H30N4O3S,CCCCc1nnc(SCc2ccc(C)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,15.78,0.3,1.9,8.36,514.65,6.22,97.11,6.0,2.0,2.0,11.0,0.23,6.35,3.27,4.0,37.0,7.0,2.0,2.0,514.2039,4.0
1151,C29H30N4O3S,CCCCc1nnc(SCc2ccc(C)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,15.78,0.3,1.9,8.36,514.65,6.22,97.11,6.0,2.0,2.0,11.0,0.23,6.35,3.27,4.0,37.0,7.0,2.0,2.0,514.2039,4.0
1152,C30H29N7O4,CCCCc1nn(-c2ccccc2[N+](=O)[O-])c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,551.61,5.74,141.72,9.0,1.0,2.0,11.0,0.12,7.61,6.35,5.0,41.0,11.0,1.0,3.0,551.2281,4.0
1153,C33H30Cl3N5O6S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2occ(Cl)c2Cl)cc1,14.18,0.29,3.26,7.13,731.06,7.11,145.3,9.0,2.0,2.0,12.0,0.14,7.77,6.82,5.0,48.0,11.0,2.0,3.0,729.0982,1.0
1154,C33H30Cl3N5O6S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2occ(Cl)c2Cl)cc1,14.18,0.29,3.26,7.13,731.06,7.11,145.3,9.0,2.0,2.0,12.0,0.14,7.77,6.82,5.0,48.0,11.0,2.0,3.0,729.0982,1.0
1155,C31H34F3N5O4S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NC(C)(C)C)cc1,13.63,0.27,2.69,7.46,629.7,5.9,115.09,7.0,2.0,2.0,9.0,0.24,6.92,5.98,4.0,44.0,9.0,2.0,2.0,629.2284,3.0
1156,C35H39F4N5O6S,CCCCNC(=O)c1ccc(C(F)(F)F)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,12.75,0.25,2.76,6.62,733.78,6.6,141.39,9.0,2.0,2.0,12.0,0.12,7.75,6.81,4.0,51.0,11.0,2.0,3.0,733.2557,2.0
1157,C35H39F4N5O6S,CCCCNC(=O)c1ccc(C(F)(F)F)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,12.75,0.25,2.76,6.62,733.78,6.6,141.39,9.0,2.0,2.0,12.0,0.12,7.75,6.81,4.0,51.0,11.0,2.0,3.0,733.2557,2.0
1158,C35H39F4N5O6S,CCCCNC(=O)c1ccc(C(F)(F)F)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,12.75,0.25,2.76,6.62,733.78,6.6,141.39,9.0,2.0,2.0,12.0,0.12,7.75,6.81,4.0,51.0,11.0,2.0,3.0,733.2557,2.0
1159,C34H31N7O3,CCCCc1nc2ccc(NC(=O)OCc3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.29,0.26,1.99,6.55,585.67,6.38,127.68,8.0,2.0,2.0,10.0,0.19,6.97,6.11,6.0,44.0,10.0,2.0,2.0,585.2488,4.0
1160,C34H31Cl2N5O5S,CCCCc1nn(-c2cc(NC(C)=O)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.85,0.3,3.8,7.78,692.62,6.48,132.16,8.0,2.0,2.0,11.0,0.16,7.4,6.46,5.0,47.0,10.0,2.0,2.0,691.1423,1.0
1161,C34H31Cl2N5O5S,CCCCc1nn(-c2cc(NC(C)=O)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.85,0.3,3.8,7.78,692.62,6.48,132.16,8.0,2.0,2.0,11.0,0.16,7.4,6.46,5.0,47.0,10.0,2.0,2.0,691.1423,1.0
1162,C34H31Cl2N5O5S,CCCCc1nn(-c2cc(NC(C)=O)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.85,0.3,3.8,7.78,692.62,6.48,132.16,8.0,2.0,2.0,11.0,0.16,7.4,6.46,5.0,47.0,10.0,2.0,2.0,691.1423,1.0
1163,C29H27F3N4O3S,CCCCc1nnc(SCc2ccc(C(F)(F)F)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.97,0.25,0.45,7.6,568.62,6.93,97.11,6.0,2.0,2.0,11.0,0.19,6.72,3.63,4.0,40.0,7.0,2.0,2.0,568.1756,6.0
1164,C29H27F3N4O3S,CCCCc1nnc(SCc2ccc(C(F)(F)F)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.97,0.25,0.45,7.6,568.62,6.93,97.11,6.0,2.0,2.0,11.0,0.19,6.72,3.63,4.0,40.0,7.0,2.0,2.0,568.1756,6.0
1165,C36H37N5O5S,CCCCc1nc2ccc(NC(=O)NC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,15.07,0.29,3.72,7.05,651.79,6.1,139.26,7.0,3.0,2.0,11.0,0.16,6.62,5.48,5.0,47.0,10.0,3.0,2.0,651.2515,1.0
1166,C32H30KN9O2,CN(C)C(=O)CN1N=C(c2ccc3nc(C4CC4)n(Cc4ccc(-c5ccccc5-c5nn[n-]n5)cc4)c3c2)CCC1=O.[K+],,,,,611.75,4.22,125.26,8.0,1.0,1.0,8.0,0.3,3.98,3.13,5.0,43.0,11.0,1.0,2.0,573.2601,3.0
1167,C30H28N4O3S,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,18.15,0.34,4.08,10.14,524.65,5.44,93.95,6.0,1.0,2.0,7.0,0.31,5.66,4.98,5.0,38.0,7.0,1.0,2.0,524.1882,1.0
1168,C30H28N4O3S,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,18.49,0.35,4.26,10.32,524.65,5.44,93.95,6.0,1.0,2.0,7.0,0.31,5.66,4.98,5.0,38.0,7.0,1.0,2.0,524.1882,1.0
1169,C30H28N4O3S,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,18.49,0.35,4.26,10.32,524.65,5.44,93.95,6.0,1.0,2.0,7.0,0.31,5.66,4.98,5.0,38.0,7.0,1.0,2.0,524.1882,1.0
1170,C30H28N4O3S,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,18.49,0.35,4.26,10.32,524.65,5.44,93.95,6.0,1.0,2.0,7.0,0.31,5.66,4.98,5.0,38.0,7.0,1.0,2.0,524.1882,1.0
1171,C30H28N4O3S,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,,,,,524.65,5.44,93.95,6.0,1.0,2.0,7.0,0.31,5.66,4.98,5.0,38.0,7.0,1.0,2.0,524.1882,1.0
1172,C30H28N4O3S,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,18.49,0.35,4.26,10.32,524.65,5.44,93.95,6.0,1.0,2.0,7.0,0.31,5.66,4.98,5.0,38.0,7.0,1.0,2.0,524.1882,1.0
1173,C32H36FN5O6S,Cc1nc2ccc(NC(=O)NC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,13.99,0.27,3.37,6.01,637.73,5.55,148.49,8.0,3.0,2.0,10.0,0.21,5.69,4.4,4.0,45.0,11.0,3.0,3.0,637.237,3.0
1174,C27H24N8O,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2C(=O)c2cccc(-c3nn[nH]n3)c2)c1,17.42,0.31,3.82,7.75,476.54,4.48,107.17,8.0,1.0,0.0,5.0,0.39,5.29,4.04,6.0,36.0,9.0,1.0,0.0,476.2073,4.0
1175,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1176,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1177,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1178,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1179,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,19.93,0.38,4.16,9.11,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1180,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,19.55,0.38,4.0,8.94,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1181,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1182,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1183,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1184,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,17.49,0.34,3.13,8.0,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1185,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,17.79,0.34,3.25,8.13,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1186,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,17.26,0.33,3.03,7.89,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1187,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1188,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,20.81,0.4,4.53,9.51,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1189,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,17.18,0.33,3.0,7.86,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
1190,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,422.92,4.27,92.51,6.0,2.0,0.0,8.0,0.44,4.06,2.82,4.0,30.0,7.0,2.0,0.0,422.1622,6.0
